OBJECTID,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
51,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.624631,-72.548901,58,,,,,,2019-07-14T08:39:33Z,14,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28811926,,,2019-07-14T18:20:17Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:24.779Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,204353,204353,42776,103332,142903,226176,,,42776,103332,,142903
52,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.354413,-72.71902,192,,,,,,2019-05-17T19:45:00Z,17,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28801189,,,2019-07-14T15:40:57Z,CC_BY_NC_4_0,Jenny Garber,Jenny Garber,,,2019-09-21T02:13:25.435Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,8,272053,272053,33467,116070,253188,350137,,,33467,116070,,
53,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.482806,-72.747379,27317,,,,,,2019-07-09T16:02:00Z,9,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28591258,,,2019-07-11T01:54:45Z,CC_BY_NC_4_0,Charlotte Bill,Charlotte Bill,,,2019-09-21T02:13:24.623Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,284131,284131,32521,116159,265179,374218,,,32521,116159,,
54,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.199131,-74.041072,1607,,,,,,2011-08-16T15:24:00Z,16,8,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28454844,,,2019-07-08T20:07:09Z,CC_BY_NC_4_0,Christopher Aucoin,Christopher Aucoin,,,2019-09-21T02:13:24.618Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,17443,17443,1206,8076,3380,5027,17443,17443,1206,8076,5027,3380
55,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.193422,-74.063192,1607,,,,,,2011-08-17T08:33:00Z,17,8,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28454843,,,2019-07-08T20:07:09Z,CC_BY_NC_4_0,Christopher Aucoin,Christopher Aucoin,,,2019-09-21T02:13:24.904Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,16127,16127,200,5346,952,3710,16127,16127,200,5346,3710,952
56,1780,Ursus americanus,,US,,New Hampshire,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.614867,-72.275908,45,,,,,,2019-07-07T10:42:10Z,7,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28447807,,,2019-07-08T18:07:29Z,CC_BY_NC_4_0,doggonewalking,doggonewalking,,,2019-10-01T07:52:52.586Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,246064,245530,75799,138090,181836,260954,,,75799,138090,,181836
57,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.229224,-72.682354,27816,,,,,,2019-07-04T06:09:03Z,4,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28385851,,,2019-07-07T19:48:01Z,CC_BY_NC_4_0,wburghart,wburghart,,,2019-10-01T07:52:47.096Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,404262,403235,277419,326501,328752,381697,,,,,,
58,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.109421,-74.313637,27692,,,,,,2019-07-04T08:43:46Z,4,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28283321,,,2019-07-06T10:44:47Z,CC_BY_NC_4_0,luckywater,luckywater,,,2019-10-01T07:52:38.588Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,27061,22140,2749,2823,0,19029,27061,22140,2749,2823,19029,0
59,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.735088,-74.194257,3807,,,,,,2019-06-21T18:55:18Z,21,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28248401,,,2019-07-05T19:51:39Z,CC_BY_NC_4_0,jwillow,jwillow,,,2019-10-01T07:52:35.213Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,95017,91870,12126,25348,40510,114748,95017,91870,12126,25348,114748,40510
60,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2014-06-28T00:00:00Z,28,6,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28242732,,,2019-07-05T18:10:07Z,CC_BY_NC_4_0,engleton,engleton,,,2019-10-01T07:52:34.462Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
61,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.784054,-72.607025,,,,,,,2019-07-05T09:50:18Z,5,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28235802,,,2019-07-05T18:52:42Z,CC_BY_NC_4_0,Sarah Carline,Sarah Carline,,,2019-10-01T07:52:33.714Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,4,211313,211313,36534,98331,156209,245100,,,36534,98331,,156209
62,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.757782,-72.053485,12,,,,,,2019-07-03T17:29:42Z,3,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28139458,,,2019-07-03T21:31:44Z,CC_BY_NC_4_0,Matt Benotsch,Matt Benotsch,,,2019-10-01T07:52:24.842Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,421534,421534,140142,238602,402466,497427,,,140142,,,
63,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.967276,-72.369521,9,,,,,,2019-07-02T12:45:31Z,2,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28088351,,,2019-07-02T23:11:27Z,CC_BY_NC_4_0,sjfairley,sjfairley,,,2019-10-01T07:52:21.851Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,271619,271542,59035,135612,216352,306162,,,59035,135612,,
64,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.720965,-72.857829,27754,,,,,,2019-06-30T18:10:40Z,30,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27962249,,,2019-06-30T22:32:30Z,CC_BY_NC_4_0,bogail,bogail,,,2019-09-21T02:13:24.606Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,244301,244019,121386,171670,169536,216837,,,121386,171670,,169536
65,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.93606,-72.908576,27411,,,,,,2019-06-27T17:55:00Z,27,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27889737,,,2019-06-29T20:25:24Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-09-21T02:13:24.614Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,197816,197816,15449,74874,147274,242235,197816,197816,15449,74874,,147274
66,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.935685,-72.910213,27411,,,,,,2019-06-27T17:22:00Z,27,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27889732,,,2019-06-29T20:25:22Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-09-21T02:13:24.617Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,197562,197562,15375,74799,147020,241980,197562,197562,15375,74799,,147020
67,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.740713,-72.11258,5,,,,,,2019-06-29T06:28:19Z,29,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27863862,,,2019-06-29T12:58:56Z,CC_BY_NC_4_0,Noel Dodge,Noel Dodge,,,2019-09-21T02:13:24.616Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,408799,408799,128624,226326,391064,486025,,,128624,,,
68,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.009741,-73.136806,27692,,,,,,2019-06-28T17:40:31Z,28,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27836097,,,2019-06-28T22:14:54Z,CC_BY_NC_4_0,arthwys,arthwys,,,2019-09-21T02:13:24.609Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,156896,157241,48024,103404,91527,127093,156896,157241,48024,103404,127093,91527
69,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.727378,-74.214263,10,,,,,,2019-06-28T11:55:46Z,28,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27822704,,,2019-06-28T18:24:08Z,CC_BY_NC_4_0,psmac,psmac,,,2019-09-21T02:13:24.615Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,95382,90980,11379,26546,39507,116431,95382,90980,11379,26546,116431,39507
70,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.964514,-72.628227,357,,,,,,2018-05-02T12:13:00Z,2,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,24553623,,,2019-05-05T00:13:41Z,CC_BY_NC_4_0,edmaryrose,edmaryrose,,,2019-09-21T02:13:24.764Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,166880,166346,45644,104898,92421,147879,166880,166346,45644,104898,147879,92421
71,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.855263,-72.847473,27723,,,,,,2019-06-27T12:39:00Z,27,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27765788,,,2019-06-27T17:47:56Z,CC_BY_NC_4_0,arthwys,arthwys,,,2019-09-21T02:13:25.761Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,216173,216043,93857,150018,139695,187042,,,93857,150018,187042,139695
72,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.646013,-72.40657,5,,,,,,2019-06-26T08:36:15Z,26,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27689655,,,2019-06-26T12:42:14Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:25.750Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,228209,227675,59324,121122,167468,248370,,,59324,121122,,167468
73,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.379812,-74.610486,27816,,,,,,2019-06-24T20:16:53Z,24,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27662267,,,2019-06-25T22:59:39Z,CC_BY_NC_4_0,mbirrer,mbirrer,,,2019-09-21T02:13:25.741Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,172054,159709,72699,111155,108903,199422,172054,159709,72699,111155,199422,108903
74,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.763256,-72.945693,27754,,,,,,2019-06-24T06:52:16Z,24,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27605657,,,2019-06-25T01:25:18Z,CC_BY_NC_4_0,jensrangers,jensrangers,,,2019-09-21T02:13:26.070Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,220999,220717,101369,152117,146729,193535,,,101369,152117,193535,146729
75,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.645381,-72.835909,27754,,,,,,2019-06-09T13:42:41Z,9,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27550667,,,2019-06-24T03:39:34Z,CC_BY_NC_4_0,skestey,skestey,,,2019-09-21T02:13:24.638Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,279579,279297,153727,203981,204815,253289,,,153727,,,
76,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2018-06-03T00:00:00Z,3,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27520222,,,2019-06-23T18:57:50Z,CC_BY_NC_4_0,engleton,engleton,,,2019-09-21T02:13:24.622Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
77,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.528708,-72.426899,254,,,,,,2019-06-18T19:05:00Z,18,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27382534,,,2019-06-21T16:01:46Z,CC_BY_NC_4_0,deandsusan,deandsusan,,,2019-09-21T02:13:24.607Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,216393,215860,56236,116718,146743,225503,,,56236,116718,,146743
78,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.699121,-73.009374,10,,,,,,2019-06-05T08:28:15Z,5,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27373282,,,2019-06-21T12:09:45Z,CC_BY_NC_4_0,Julie Filiberti,Julie Filiberti,,,2019-09-21T02:13:24.609Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,306211,305705,24589,118179,303092,429030,,,24589,118179,,
79,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.290123,-72.22311,132,,,,,,2019-06-18T11:11:00Z,18,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27234200,,,2019-06-18T21:42:08Z,CC_BY_NC_4_0,Sean Beckett,Sean Beckett,,,2019-09-21T02:13:24.610Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,323557,323557,83153,167789,286651,381612,,,83153,167789,,
80,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.341652,-73.227385,8,,,,,,2019-06-17T12:24:16Z,17,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27178871,,,2019-06-17T22:25:21Z,CC_BY_NC_4_0,tarpinian,tarpinian,,,2019-09-21T02:13:24.619Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,115622,115340,26276,76678,58331,80887,115622,115340,26276,76678,80887,58331
81,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.632672,-72.522794,357,,,,,,2019-06-14T06:08:24Z,14,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26958659,,,2019-06-14T10:14:53Z,CC_BY_NC_4_0,annsuokko,annsuokko,,,2019-09-21T02:13:24.609Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,208007,208007,44212,105110,146819,230091,,,44212,105110,,146819
82,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.327332,-72.410037,,,,,,,2016-03-05T11:28:18Z,5,3,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2758202,,,2016-03-08T16:25:37Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.881Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,308347,308347,68143,152423,283604,378564,,,68143,152423,,
83,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2008-06-18T00:00:00Z,18,6,2008,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26768814,,,2019-06-10T20:55:39Z,CC_BY_NC_4_0,engleton,engleton,,,2019-09-21T02:13:25.382Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
84,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.773776,-74.14198,5,,,,,,2019-06-10T12:30:18Z,10,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26754993,,,2019-06-10T16:38:31Z,CC_BY_NC_4_0,ctferreri,ctferreri,,,2019-09-21T02:13:25.420Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,92662,91531,13552,20195,42227,110043,92662,91531,13552,20195,110043,42227
85,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2014-04-18T00:00:00Z,18,4,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26722248,,,2019-06-10T02:20:29Z,CC_BY_NC_4_0,engleton,engleton,,,2019-09-21T02:13:26.078Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
86,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.169805,-72.499572,,,,,,,2019-06-07T16:15:00Z,7,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26571488,,,2019-06-07T21:13:46Z,CC_BY_NC_4_0,joannerusso,joannerusso,,,2019-09-21T02:13:25.378Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,183374,182806,53106,114123,110183,175520,183374,182806,53106,114123,175520,110183
87,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.77554,-74.986308,75,,,,,,2019-05-27T08:37:34Z,27,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26566058,,,2019-06-07T19:23:34Z,CC_BY_NC_4_0,jeangrimmrobe,jeangrimmrobe,,,2019-09-21T02:13:25.607Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,113144,73248,21376,48876,55995,126574,113144,73248,21376,48876,126574,55995
88,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2016-07-30T00:00:00Z,30,7,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26559273,,,2019-06-07T17:13:26Z,CC_BY_NC_4_0,engleton,engleton,,,2019-10-01T07:50:12.368Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
89,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2018-01-27T00:00:00Z,27,1,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26557468,,,2019-06-07T16:36:41Z,CC_BY_NC_4_0,engleton,engleton,,,2019-09-21T02:13:25.290Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
90,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.235867,-75.028633,,,,,,,2019-06-06T12:15:22Z,6,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26504600,,,2019-06-06T17:43:45Z,CC_BY_NC_4_0,wolff,wolff,,,2019-09-21T02:13:25.623Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,231302,190853,123934,159043,153913,249097,,190853,123934,159043,,153913
91,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.920757,-72.369904,,,,,,,2019-05-29T15:39:26Z,29,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26086298,,,2019-05-30T23:38:15Z,CC_BY_NC_4_0,mickicolbeck,mickicolbeck,,,2019-09-21T02:13:25.600Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,264601,264396,58297,132519,209207,296714,,,58297,132519,,
92,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.995067,-73.034098,244,,,,,,2008-11-08T00:00:00Z,8,11,2008,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,22572693,,,2019-04-16T19:56:29Z,CC_BY_NC_4_0,snodough,snodough,,,2019-09-21T02:13:25.285Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,111779,111245,14663,59601,36786,86315,111779,111245,14663,59601,86315,36786
93,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.252154,-74.932945,47,,,,,,2019-04-10T12:47:00Z,10,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26503183,,,2019-06-06T17:16:48Z,CC_BY_NC_4_0,adam_steinberg,adam_steinberg,,,2019-09-21T02:13:25.565Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,222726,186124,112998,151450,144033,242109,,186124,112998,151450,,144033
94,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.298032,-72.779901,55,,,,,,2019-06-05T07:14:49Z,5,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26491727,,,2019-06-06T13:33:25Z,CC_BY_NC_4_0,byko,byko,,,2019-09-21T02:13:25.258Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,176480,176731,55978,113095,96840,141074,176480,176731,55978,113095,141074,96840
95,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.280598,-72.807533,12601,,,,,,2019-06-04T21:27:45Z,4,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26418179,,,2019-06-05T01:34:26Z,CC_BY_NC_4_0,byko,byko,,,2019-09-21T02:13:25.558Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,174906,175175,54792,111287,95032,139517,174906,175175,54792,111287,139517,95032
96,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.846465,-72.987778,27411,,,,,,2019-05-31T20:21:00Z,31,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26381583,,,2019-06-04T12:56:48Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-09-21T02:13:25.260Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,174531,174531,15409,71871,124208,218747,174531,174531,15409,71871,,124208
97,1780,Ursus americanus,,US,,New Hampshire,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.700627,-72.294962,2599,,,,,,2019-05-31T12:08:17Z,31,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26347847,,,2019-06-03T20:50:01Z,CC_BY_NC_4_0,S Fritz,S Fritz,,,2019-10-01T07:49:56.102Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,256481,255768,77821,143472,199839,282993,,,77821,143472,,199839
98,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.878004,-72.258029,9,,,,,,2019-05-23T12:08:55Z,23,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26345962,,,,CC_BY_NC_4_0,S Fritz,S Fritz,,,2019-09-21T02:13:25.258Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,274774,274774,72343,147297,218880,304334,,,72343,147297,,
99,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.624702,-72.514805,20,,,,,,2019-06-01T07:26:41Z,1,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26168641,,,2019-06-01T11:28:57Z,CC_BY_NC_4_0,karenwhite,karenwhite,,,2019-09-21T02:13:25.261Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,212924,212924,49302,110129,150282,231848,,,49302,110129,,150282
